"",n","p","q","success","bInit","b","i","time (µs)"
"","56331782753","1014457","55529","true","3","49068589554","631","2117"
"","1063372845803","849203","1252201","true","3","246459453022","2087","7568"
"","66951167893","319547","209519","true","3","37964633282","104759","427309"
"","1193725895981","1294729","921989","true","3","1024015408120","739","2723"
"","368308231789","864953","425813","true","3","118725178687","9829","42016"
"","46933301447","87253","537899","true","3","13602742701","661","2140"
"","440270191069","473159","930491","true","3","427897452243","769","3244"
"","882762267071","727271","1213801","true","3","431320543948","34","176"
"","209867321441","627911","334231","true","3","45683361543","857","2985"
"","256555135483","688297","372739","true","3","86775502896","73","330"
"","601264640519","1262543","476233","true","3","261769088179","19843","92322"
"","102397686439","326441","313679","true","3","74398071542","94","303"
"","25499357119","129589","196771","true","3","17748744201","937","5020"
"","99339767287","570587","174101","true","3","45525844592","1741","5939"
"","405646654129","539347","752107","true","3","385961005512","1217","6845"
"","126801148051","743933","170447","true","3","64353924166","326","2034"
"","60233121383","47717","1262299","true","3","1856668471","151","690"
"","278499307081","745933","373357","true","3","173109959907","3457","17250"
"","91583914237","760847","120371","true","3","2363123473","12037","46784"
"","429444264793","340297","1261969","true","3","241270805235","431","6389"
"","27550972181","94771","290711","true","3","6860283149","15","76"
"","714264351863","1294757","551659","true","3","494673564664","97","366"
"","136729245493","257107","531799","true","3","135120012781","587","1852"
"","672970773157","635507","1058951","true","3","66022186724","10957","45626"
"","1297498034233","1092583","1187551","true","3","66034960907","29","200"
"","364866503389","305143","1195723","true","3","28608868499","61","233"
"","738491733293","594427","1242359","true","3","585392106647","673","2988"
"","681733671251","763417","893003","true","3","381688651159","461","1504"
"","29260211557","182599","160243","true","3","3640400475","1571","4548"
"","786652159597","943003","834199","true","3","785166929873","5821","24163"
"","240419499223","519917","462419","true","3","204853017088","6841","27682"
"","113195094923","111611","1014193","true","3","93016710996","7043","27924"
"","304141851971","692407","439253","true","3","294536267368","149","566"
"","183115263619","366479","499661","true","3","162970431083","83","288"
"","476532206237","687023","693619","true","3","125783605956","1583","5700"
"","1211117300171","1019453","1188007","true","3","70402482828","509","1855"
"","87621539507","177889","492563","true","3","60107269989","109","381"
"","558491801767","975823","572329","true","3","469293772984","1579","7361"
"","192520504619","206593","931883","true","3","91907892759","257","938"
"","5742197323","11393","504011","true","3","4916056715","89","605"
"","40884559637","898621","45497","true","3","15626217633","47","187"
"","7704801941","24083","319927","true","3","4577515517","751","2368"
"","444302042269","427579","1039111","true","3","196422113220","1823","8178"
"","485407783591","423173","1147067","true","3","282793820711","1579","5569"
"","544428063749","746777","729037","true","3","375767731523","51","204"
"","506260125941","758441","667501","true","3","376790296980","20","103"
"","83519423719","350617","238207","true","3","75514715692","74","261"
"","588465290873","745543","789311","true","3","250028282653","97","840"
"","22377918131","74203","301577","22377918131","3","1","149","437"
"","119952179539","131041","915379","true","3","23915113542","13","58"
"","326785583939","909529","359291","true","3","80499148551","61","231"
"","574305933449","640847","896167","true","3","397239266503","4513","19298"
"","21285906769","33493","635533","true","3","15007476263","251","672"
"","25257269581","933967","27043","true","3","2895297701","89","266"
"","530582384573","644401","823373","true","3","410366156019","179","599"
"","1311148842593","1035163","1266611","true","3","220562180411","439","1675"
"","63457470563","99793","635891","true","3","10808979003","11","118"
"","380046008791","1093837","347443","true","3","263291957958","733","2267"
"","424620159611","856799","495589","true","3","231448827469","137","495"
"","263266682867","442619","594793","true","3","125078375354","59","433"
"","480687683419","978079","491461","true","3","251053317721","223","1526"
"","260175507359","536399","485041","true","3","125585360598","47","202"
"","285759649597","352549","810553","true","3","165152284149","1399","4944"
"","86988188449","798929","108881","true","3","44523514242","167","474"
"","730652023","3559","205297","true","3","36953461","47","109"
"","59991290873","1024319","58567","true","3","30374134675","227","730"
"","152919342781","236659","646159","true","3","59316685079","39443","174102"
"","299547751859","943009","317651","true","3","147781769418","47","200"
"","120154782859","526051","228409","true","3","66964188097","167","892"
"","120603350711","826339","145949","true","3","103248117275","107","408"
"","403712669407","663893","608099","true","3","375529747665","617","1999"
"","222766042753","790099","281947","true","3","163777091414","137","458"
"","12487737007","14557","857851","true","3","10711985438","43","178"
"","1292042277503","1128233","1145191","true","3","869714159760","647","2388"
"","199619984813","157489","1267517","true","3","20919736338","193","846"
"","141241819333","578573","244121","true","3","51096966511","359","1911"
"","1157325347741","1260169","918389","true","3","733221573043","523","1980"
"","247344043333","267833","923501","true","3","46501045854","1847","6541"
"","230023772701","1110223","207187","true","3","56548098283","1667","5739"
"","238135656827","1272983","187069","true","3","179942045239","131","451"
"","185952458387","205157","906391","true","3","52762832893","373","1730"
"","581219824217","1268881","458057","true","3","459162354185","311","1185"
"","118566257429","1167209","101581","true","3","75478737195","1097","3871"
"","276527148269","546893","505633","true","3","147598317765","229","777"
"","75070772269","570139","131671","true","3","5894515658","19","87"
"","121341867481","159403","761227","true","3","84742073322","439","2325"
"","1017345748229","1168451","870679","true","3","501703648126","23369","103856"
"","78358491313","838247","93479","true","3","23005742775","607","1814"
"","19145876801","438211","43691","true","3","17306966303","257","734"
"","1206966062947","1122113","1075619","true","3","787268870236","197","714"
"","663346905311","545057","1217023","true","3","551537785279","8819","37789"
"","65672385353","1274227","51539","true","3","65478392558","353","1038"
"","36270043763","468067","77489","true","3","11780032759","167","469"
"","66060878771","162293","407047","true","3","62630693703","379","1128"
"","16353332689","60631","269719","true","3","2134696249","47","131"
"","14439844189","200891","71879","true","3","1554886529","433","1220"
"","339044779019","1083449","312931","true","3","45438207063","61","208"
"","1052281712569","962131","1093699","true","3","291599777088","2467","10216"
"","252733535063","1281097","197279","true","3","207191817811","659","2132"
"","219904754917","1281937","171541","true","3","26034949112","953","3351"
"","315941225737","865609","364993","true","3","315517468865","1901","5916"
"","398498983517","441443","902719","true","3","338531360348","229","827"
"","384900585457","317021","1214117","true","3","222097938139","131","431"
"","160742603843","349303","460181","true","3","64517376201","173","538"
"","6977713999","35069","198971","true","3","290497661","197","474"
"","6847307633","5281","1296593","true","3","643526818","11","66"
"","972455987057","1226011","793187","true","3","302423166613","569","1748"
"","526282480753","609241","863833","true","3","316342906082","5077","18940"
"","362870901643","317591","1142573","true","3","227712111819","349","1465"
"","68861147669","413429","166561","true","3","11555835620","347","1027"
"","171088621217","375457","455681","true","3","54869460573","89","254"
"","223728417389","534199","418811","true","3","14132234546","79","273"
"","135132268433","1122389","120397","true","3","58242650736","127","423"
"","96142481233","772297","124489","true","3","74067220331","19","92"
"","4450314199","888109","5011","true","3","533350797","167","445"
"","404558858611","1267411","319201","true","3","293635553509","19","117"
"","465097505813","473203","982871","true","3","10153989975","127","379"
"","5721528437","4409","1297693","true","3","1372583427","29","106"
"","67654141777","93911","720407","true","3","51452522147","9391","32453"
"","14092940419","81181","173599","true","3","13874725892","41","113"
"","363349456859","323509","1123151","true","3","18362395700","3209","11445"
"","962699418019","1090597","882727","true","3","55444860884","6991","27290"
"","170745479809","672817","253777","true","3","71119448169","131","725"
"","306713522629","1238101","247729","true","3","72488230420","397","1214"
"","99075871109","435439","227531","true","3","72958725275","373","1057"
"","9642287609","69233","139273","true","3","1941047802","829","2410"
"","518736979483","460589","1126247","true","3","448463994576","1019","4560"
"","123304744681","911633","135257","true","3","43097614196","53","162"
"","285720371507","344791","828677","true","3","22156959243","1277","4887"
"","742763749333","667561","1112653","true","3","24586293342","997","4331"
"","616669195057","487789","1264213","true","3","567226902018","5807","22376"
"","118482554797","593597","199601","true","3","23301021539","499","1798"
"","84946679399","220513","385223","true","3","68272588905","2297","6752"
"","259773671081","515149","504269","true","3","137207875555","42929","164727"
"","223717322923","883061","253343","true","3","129720989692","643","2114"
"","1585652858437","1242403","1276279","true","3","1548934311608","5749","20719"
"","263248429841","387911","678631","true","3","219100768768","22621","87336"
"","424343227531","795653","533327","true","3","150792952214","107","457"
"","1265470312021","1091443","1159447","true","3","1013782464779","719","3702"
"","152461612211","1171241","130171","true","3","115941146591","89","252"
"","586493258419","729403","804073","true","3","121210002332","7151","27499"
"","824974763953","1207309","683317","true","3","784883872247","37","126"
"","313387057177","655387","478171","true","3","131805445296","23","75"
"","62269246561","85571","727691","true","3","22471714740","199","528"
"","24586973","22291","1103","true","3","17483654","29","64"
"","367885232443","467477","786959","true","3","224748449814","6151","25422"
"","1251434616217","1036039","1207903","true","3","963743527096","5441","22788"
"","660029677033","530063","1245191","true","3","300663925050","37","192"
"","920113935343","1034837","889139","true","3","762838373247","811","3094"
"","146164637287","167039","875033","true","3","129044142022","1777","11786"
"","652287116279","848359","768881","true","3","287960543240","1373","4675"
"","752221048561","970817","774833","true","3","701226944003","197","778"
"","375482950211","319433","1175467","true","3","24327465033","479","1732"
"","992969168783","980293","1012931","true","3","302591941776","541","1778"
"","267636365603","713501","375103","true","3","192817195915","229","688"
"","35851487471","67139","533989","true","3","135099218","163","427"
"","990355687121","1252193","790897","true","3","921510115982","359","1396"
"","392263276739","657347","596737","true","3","314248865045","8","67"
"","1253798561","24421","51341","true","3","938694399","37","264"
"","345738966791","348077","993283","true","3","14239133917","503","1525"
"","943768436843","1094939","861937","true","3","773003940282","1831","6223"
"","714219008411","679879","1050509","true","3","650550379699","353","1208"
"","641999611637","659597","973321","true","3","348441131433","8111","31893"
"","300793167383","324791","926113","true","3","261769543903","877","3001"
"","147327257479","128237","1148867","true","3","94373198937","32059","122668"
"","800620882921","673271","1189151","true","3","289649833128","1399","5311"
"","478957219379","482101","993479","true","3","374298180646","1567","5154"
"","1395421052741","1191703","1170947","true","3","802397463961","149","1073"
"","214683416627","194933","1101319","true","3","172154882124","1061","4201"
"","537317475839","732101","733939","true","3","157917846206","7321","28221"
"","68135725951","203141","335411","true","3","47305241530","1451","4716"
"","27188423659","94789","286831","true","3","22367549909","2633","7965"
"","1166617800241","1045571","1115771","true","3","607217449393","5503","21406"
"","176655870143","273283","646421","true","3","168765916651","1231","4154"
"","826071307249","1074113","769073","true","3","116666066882","677","2131"
"","683240199277","879391","776947","true","3","547390998207","3257","12192"
"","830467467289","876149","947861","true","3","777340420377","83","638"
"","40326599639","1035263","38953","true","3","21446002634","541","2448"
"","232786826137","1108229","210053","true","3","6571797971","283","817"
"","262025442247","1152941","227267","true","3","180025972446","3391","12363"
"","537445603127","586979","915613","true","3","355380536143","1861","6752"
"","498417658819","959867","519257","true","3","455963206500","1381","4737"
"","536306343061","1188667","451183","true","3","221873300898","2593","10865"
"","630206643769","541537","1163737","true","3","472648291340","2309","8546"
"","407439767899","511211","797009","true","3","234675499239","109","368"
"","172460084411","436399","395189","true","3","76005514804","3187","10374"
"","888454446779","999329","889051","true","3","502404660119","167","623"
"","329601873199","789029","417731","true","3","244723946772","1129","3835"
"","6849705727","197677","34651","true","3","4183796392","11","90"
"","312691201913","322849","968537","true","3","79821186761","59","283"
"","33318400601","746497","44633","true","3","19162577991","15","64"
"","56954367233","320431","177743","true","3","14418512161","491","1339"
"","10388473","81799","127","true","3","8776971","7","27"
"","468970265441","607417","772073","true","3","156128602061","811","2592"
"","1038581969429","985399","1053971","true","3","901561523546","105397","431013"
"","611644976461","980579","623759","true","3","910957892","2141","7850"
"","297204246727","321403","924709","true","3","289082071515","137","451"
"","1367817706597","1185953","1153349","true","3","691340457581","2423","9273"
"","4637462087","11353","408479","true","3","3942386016","43","132"
"","52909644401","166471","317831","true","3","38388379072","179","466"
"","129503056187","440911","293717","true","3","108827416665","71","241"
"","809716961423","713243","1135261","true","3","796373103630","53","214"
"","326690921749","345757","944857","true","3","325195213119","1193","5315"
"","208713054499","767161","272059","true","3","39734336835","2131","8339"
"","584213745517","584399","999683","true","3","63389899031","5153","19385"
"","2199079609","54713","40193","true","3","2126410666","157","959"
"","268765698023","1051291","255653","true","3","28258702081","11681","42283"
"","4303900297","42697","100801","true","3","2710538891","10","39"
"","796048038419","1153153","690323","true","3","592022984436","13","81"
"","549090905977","1096859","500603","true","3","400901964501","78347","318711"
"","155422324087","246773","629819","true","3","25606893892","191","547"
"","171490013623","495967","345769","true","3","160554933208","631","2472"
"","242069243783","916613","264091","true","3","132974836230","8803","32331"
"","660169570937","748883","881539","true","3","409603570195","151","499"
"","639457804397","660337","968381","true","3","494043776676","6917","25051"
"","188860032223","154841","1219703","true","3","101197574279","79","229"
"","29790580739","210491","141529","true","3","12130175349","97","430"
"","203815609693","473381","430553","true","3","49147362183","23669","89269"
"","378263882849","1065313","355073","true","3","108861120925","73","322"
"","337452169333","1007359","334987","true","3","232600568360","1801","6851"
"","719778743137","592609","1214593","true","3","395160544993","3163","11306"
"","484033556977","914629","529213","true","3","473850992321","41","135"
"","526195585997","421279","1249043","true","3","477508371968","491","1858"
"","529783880891","788173","672167","true","3","198175854602","853","2808"
"","354066037373","454889","778357","true","3","184213751191","7207","27127"
"","967121902367","864959","1118113","true","3","440253639412","613","2111"
"","894328731773","794011","1126343","true","3","291488584200","199","1276"
"","212610527","5039","42193","true","3","77323456","229","621"
"","1026591475213","1200491","855143","true","3","680568977123","1789","6449"
"","403909140403","607153","665251","true","3","211621963845","139","444"
"","7836527711","6131","1278181","true","3","940741217","263","692"
"","834302129041","659059","1265899","true","3","46731927485","134","424"
"","8012808803","1292597","6199","true","3","2524759716","1033","3119"
"","234445626953","571873","409961","true","3","115540649048","37","160"
"","360361238771","421381","855191","true","3","59288681649","643","2603"
"","161471602319","630229","256211","true","3","37141285658","1811","6959"
"","728275511771","573341","1270231","true","3","87648358694","263","802"
"","2383306399","1861","1280659","true","3","2191872774","31","75"
"","30039122713","102607","292759","true","3","6469986993","349","898"
"","8047046863","144479","55697","true","3","1568030588","53","261"
"","280207361773","441631","634483","true","3","156113273185","349","1033"
"","92097387989","266269","345881","true","3","9712338481","8647","33192"
"","126379996399","931999","135601","true","3","61679199659","113","344"
"","325296581201","401887","809423","true","3","252224683088","269","898"
"","63740653219","214811","296729","true","3","3946792430","1279","5348"
"","149503137331","442109","338159","true","3","5046232127","110527","428322"
"","6967095077","546739","12743","true","3","2546561121","277","987"
"","483391158739","527453","916463","true","3","448634299465","1783","7965"
"","27273442241","244121","111721","true","3","25429263695","19","64"
"","380013204743","1185463","320561","true","3","177813522686","757","2465"
"","454629682141","715577","635333","true","3","201394853189","3889","15203"
"","1059673407461","1007387","1051903","true","3","827126177608","29629","122497"
"","776932656011","815471","952741","true","3","371246963543","79","243"
"","251051900527","294953","851159","true","3","201352320028","229","663"
"","1221502765543","1250831","976553","true","3","445656075329","167","585"
"","292516261991","257443","1136237","true","3","241148145316","401","1433"
"","1248550858967","1003201","1244567","true","3","235240602491","19","102"
"","186635322971","358219","521009","true","3","89251696727","2843","8906"
"","94070637301","642739","146359","true","3","40341809325","173","493"
"","343278877621","1244039","275939","true","3","11785630630","10613","39737"
"","633300031891","696019","909889","true","3","320136027108","373","1371"
"","36330975341","303089","119869","true","3","34752790919","997","2774"
"","81708431437","575213","142049","true","3","60525232264","193","593"
"","47487758063","191143","248441","true","3","22529069696","41","114"
"","150743786021","230107","655103","true","3","105210196904","641","1835"
"","108654872087","739003","147029","true","3","66908928118","89","253"
"","148645577833","115211","1290203","true","3","147432636426","281","813"
"","767188634449","700883","1094603","true","3","494048221403","3851","14171"
"","593362117841","1107583","535727","true","3","61442059343","26371","103074"
"","885656215481","1029937","859913","true","3","782669725041","499","1752"
"","73396086677","96757","758561","true","3","19235589839","431","1635"
"","374577050447","620437","603731","true","3","119958391766","347","1086"
"","350119095311","459647","761713","true","3","168097044724","1229","4023"
"","225820433617","847423","266479","true","3","201291041668","1931","7635"
"","658447123429","697049","944621","true","3","33637493594","178","661"
"","248874366179","738721","336899","true","3","204310283134","19","73"
"","487416474581","811429","600689","true","3","339324410589","3413","13610"
"","1242541965779","1192469","1041991","true","3","809706198317","739","2419"
"","730246375777","752933","969869","true","3","318386001314","9907","37818"
"","1002985429843","971903","1031981","true","3","396494632172","7253","30966"
"","144761515447","119533","1211059","true","3","15725601116","547","2515"
"","323891733769","733399","441631","true","3","313438769631","701","2103"
"","324830846507","1101409","294923","true","3","202405931931","149","439"
"","106259701711","305749","347539","true","3","17324044090","149","412"
"","619209356273","606971","1020163","true","3","108433548238","29","97"
"","685624097677","628217","1091381","true","3","96493359735","277","1888"
"","130477896413","357859","364607","true","3","20181816165","94","343"
"","42402269081","105467","402043","true","3","16057597421","1811","5656"
"","1007637783853","936281","1076213","true","3","280202687433","263","895"
"","1054772461823","877543","1201961","true","3","790628310503","199","973"
"","249208482473","635449","392177","true","3","25614949191","83","550"
"","1207695069047","1036327","1165361","true","3","459483196525","2081","9536"
"","5198674051","836203","6217","true","3","2932540250","37","106"
"","361901596597","640907","564671","true","3","44982698703","45779","192091"
"","880206047269","1147759","766891","true","3","213166392517","821","2736"
"","41843061451","825193","50707","true","3","18844932542","157","801"
"","1885051033","3709","508237","true","3","67051303","103","284"
"","30556847","479","63793","true","3","9077051","239","1037"
"","102820312549","854479","120331","true","3","18892207663","191","1014"
"","730926549131","719503","1015877","true","3","70637926529","463","1743"
"","631336751599","847697","744767","true","3","98820898930","349","1218"
"","376839226397","723379","520943","true","3","184589379792","13709","54593"
"","104365823579","1056623","98773","true","3","4462118930","1063","4170"
"","712985242637","633923","1124719","true","3","410057926054","439","2655"
"","592712392499","608033","974803","true","3","536077313003","4391","15798"
"","85928293907","230563","372689","true","3","16570332248","12809","47775"
"","909304652549","1173631","774779","true","3","172716232485","71","408"
"","630467602339","1214617","519067","true","3","53948428673","229","753"
"","352183608233","955481","368593","true","3","326866060843","1097","3982"
"","199966305037","718453","278329","true","3","134235758521","2851","10674"
"","39380030461","916049","42989","true","3","37320728395","977","3279"
"","973805772319","879371","1107389","true","3","176462499200","1871","7409"
"","230166630259","262819","875761","true","3","94558542454","89","306"
"","511979724601","1201117","426253","true","3","106804524758","181","1394"
"","399888038239","317591","1259129","true","3","207014388758","349","1046"
"","266096224111","631549","421339","true","3","116267539352","331","1075"
"","371965912289","861437","431797","true","3","135529419782","35983","151855"
"","56618285947","822713","68819","true","3","30389713392","1811","6075"
"","116243441999","268993","432143","true","3","114942591852","467","1417"
"","986100206983","943013","1045691","true","3","936967369658","1973","8748"
"","741560458823","1108771","668813","true","3","14257686290","2843","11086"
"","283008636271","800357","353603","true","3","145932665307","7687","28934"
"","161876031763","171203","945521","true","3","161809845294","223","705"
"","81666965711","260941","312971","true","3","51931903973","263","792"
"","741684094759","634703","1168553","true","3","415181038136","271","890"
"","137142737323","196387","698329","true","3","55920091334","61","490"
"","1043004020813","1200811","868583","true","3","583292570736","3037","11219"
"","490792430749","425149","1154401","true","3","245149750762","37","217"
"","20807210321","35419","587459","true","3","18717099713","5903","19076"
"","133123593469","951107","139967","true","3","122494972745","233","987"
"","8043816401","400409","20089","true","3","4323956361","31","264"
"","290760889571","842519","345109","true","3","251268653966","127","384"
"","326710802711","824513","396247","true","3","205085241056","991","3308"
"","3789785269","123217","30757","true","3","2773614671","151","577"
"","480357423509","868559","553051","true","3","108039065902","1229","4859"
"","644188476541","761399","846059","true","3","357563629987","653","2089"
"","466354155563","413087","1128949","true","3","109410963387","94079","387683"
"","467055371383","522289","894247","true","3","412316350450","31","110"
"","750799523101","1068217","702853","true","3","601907164774","947","3026"
"","391093788317","311177","1256821","true","3","224552480272","401","1504"
"","1148812696771","1083151","1060621","true","3","583858465588","83","276"
"","245422485041","474119","517639","true","3","183303734486","31","103"
"","45268679873","112207","403439","true","3","20395978598","18701","69902"
"","54191729807","247771","218717","true","3","2658335060","2753","9626"
"","106280387617","538939","197203","true","3","35865312573","379","1410"
"","889819956367","759571","1171477","true","3","694889731496","3617","15312"
"","1081003474997","1252247","863251","true","3","950889104772","1151","4548"
"","570811658801","1007243","566707","true","3","544153761522","131","1144"
"","538615508381","612643","879167","true","3","488143527470","102107","431909"
"","745368013309","832913","894893","true","3","191122298011","547","1805"
"","364763087167","450421","809827","true","3","325390918082","1901","6862"
"","275192335391","456037","603443","true","3","134176574252","89","316"
"","1025167668631","962587","1065013","true","3","349910000371","1009","3309"
"","298652530271","799633","373487","true","3","88520972367","617","2220"
"","64072944413","239689","267317","true","3","8602438211","3329","12970"
"","542116363091","815729","664579","true","3","304419715057","397","1469"
"","17209565699","1241761","13859","true","3","12005053853","41","192"
"","381526247","11119","34313","true","3","255603573","109","228"
"","17043454919","238841","71359","true","3","10669743994","853","2710"
"","69781766893","873331","79903","true","3","10215678454","193","688"
"","409474635971","424913","963667","true","3","161464333185","157","500"
"","11284341611","216719","52069","true","3","3665917946","4339","14303"
"","116155530727","340939","340693","true","3","27193294641","47","143"
"","581128165459","671701","865159","true","3","224821683206","2239","7767"
"","2720575703","77243","35221","true","3","2079412620","587","1432"
"","59463216731","154043","386017","true","3","48967028485","4021","13416"
"","127667622727","266381","479267","true","3","105031364491","701","2310"
"","885339613177","763999","1158823","true","3","407859343081","541","2024"
"","569714595949","530897","1073117","true","3","469877155855","87","1505"
"","199881637733","1056161","189253","true","3","47113229889","41","133"
"","23007598829","17789","1293361","true","3","13329378467","317","894"
"","41919559027","1139521","36787","true","3","34797552778","1187","4210"
"","1043080123807","908813","1147739","true","3","630966145576","1789","6260"
"","445951054111","550279","810409","true","3","193415364595","1609","6262"
"","360641008237","476759","756443","true","3","216035582143","617","3390"
"","1583924347","4799","330053","true","3","1289517072","757","1848"
"","1469357572841","1211191","1213151","true","3","1004151221652","859","3293"
"","177983545237","925181","192377","true","3","84420606534","173","658"
"","11267091289","478697","23537","true","3","9460967509","1129","2905"
"","401003702213","710449","564437","true","3","315540950208","41","162"
"","57654542999","790991","72889","true","3","43752085184","953","3591"
"","926002997567","750097","1234511","true","3","899793094527","3011","13169"
"","1289063817673","1160567","1110719","true","3","441159370309","743","2965"
"","119281117363","292133","408311","true","3","76138977104","307","915"
"","1258910657261","980557","1283873","true","3","114551000680","757","3585"
"","27404925217","224129","122273","true","3","987512375","103","265"
"","179576735213","582457","308309","true","3","161847426169","22","120"
"","341586898901","701147","487183","true","3","341396186918","7459","29126"
"","47943898169","205019","233851","true","3","29766659940","1559","5395"
"","1100764620899","1268599","867701","true","3","536291280061","8677","37819"
"","132194268091","106087","1246093","true","3","99303160699","17681","63066"
"","218105984357","507971","429367","true","3","92090062591","643","1862"
"","174818079581","246119","710299","true","3","114848245311","39461","152833"
"","301698074033","294337","1025009","true","3","234241626037","73","227"
"","66175886593","558583","118471","true","3","61087083260","359","1663"
"","1195480012147","989671","1207957","true","3","817239684480","2341","9037"
"","456524178731","595303","766877","true","3","439941997361","601","2400"
"","716121365803","787091","909833","true","3","135958164857","211","664"
"","964266773237","1217833","791789","true","3","289976997798","659","2050"
"","428255059","541","791599","true","3","243951508","9","32"
"","828763730299","1174021","705919","true","3","809202192398","1151","4199"
"","967538327887","1293433","748039","true","3","8107238045","7699","32787"
"","849178034557","697819","1216903","true","3","761795743740","109","384"
"","652201685963","999431","652573","true","3","638588436313","5879","22852"
"","76930023883","493993","155731","true","3","61908678817","179","708"
"","19224764371","147419","130409","true","3","5036395581","16301","56380"
"","159765212669","449963","355063","true","3","146324302805","118","401"
"","328733294077","906203","362759","true","3","278335548967","1499","5193"
"","477217912201","1264063","377527","true","3","389687869767","461","1362"
"","44862742681","118169","379649","true","3","33816855027","1483","5125"
"","44618986801","153589","290509","true","3","34429674136","563","1493"
"","85876547987","1099051","78137","true","3","49656223232","431","1440"
"","1256424169151","1235569","1016879","true","3","1159170062024","25741","106152"
"","434592738127","1176607","369361","true","3","126643175432","19","74"
"","328000273973","352441","930653","true","3","289072813083","89","279"
"","998281357613","1157531","862423","true","3","913107599711","179","725"
"","1072420112657","997319","1075303","true","3","366030990595","19913","76772"
"","106438578269","114997","925577","true","3","93496930887","74","216"
"","832455777313","673247","1236479","true","3","528162004851","887","3408"
"","743481571753","1014539","732827","true","3","143291128965","179","554"
"","514599791939","632209","813971","true","3","304039331747","3539","13329"
"","24046438583","559649","42967","true","3","17946198759","31","175"
"","54074119903","594829","90907","true","3","53855222832","41","111"
"","683446289597","1182521","577957","true","3","547328662330","47","230"
"","734377600471","1084133","677387","true","3","683489481585","1249","4192"
"","127915203851","902521","141731","true","3","34040384558","109","342"
"","110113395757","292549","376393","true","3","25041049898","15683","58279"
"","18403139231","103979","176989","true","3","3719069858","43","119"
"","428117266771","646823","661877","true","3","219556305475","29401","116562"
"","55877413297","61927","902311","true","3","43556356593","1583","5334"
"","17981624291","15649","1149059","true","3","10164980090","163","531"
"","147202704799","214817","685247","true","3","36923390412","137","440"
"","23352782951","385939","60509","true","3","2440678237","1021","2931"
"","877628663927","1268299","691973","true","3","790756523923","7829","30583"
"","98232456853","950879","103307","true","3","49743043650","157","1018"
"","941791000477","1205707","781111","true","3","51588475996","263","1342"
"","50161279183","1264177","39679","true","3","36287754908","389","1253"
"","341711146927","494933","690419","true","3","225787035152","5851","22523"
"","482586727477","932587","517471","true","3","72750179284","223","732"
"","262885055687","305113","861599","true","3","13881726162","12713","50437"
"","521618979667","875113","596059","true","3","136161333725","2423","8779"
"","50830996033","692983","73351","true","3","37110544782","163","438"
"","275805985561","812597","339413","true","3","32195698942","1601","6864"
"","283426217279","513101","552379","true","3","122899490824","733","2404"
"","105739170113","355057","297809","true","3","29081298643","569","1762"
"","163143925111","866639","188249","true","3","79789150402","23531","87252"
"","3332338717","206939","16103","true","3","631994442","97","217"
"","455360257013","520567","874739","true","3","182639370250","1637","5605"
"","1287402982367","1283441","1003087","true","3","726804937655","263","977"
"","721810485073","909119","793967","true","3","367286803358","64937","326522"
"","62677432099","731333","85703","true","3","27711807942","587","1848"
"","434432760161","984481","441281","true","3","203590284723","197","1013"
"","224784985147","207469","1083463","true","3","201546382458","113","504"
"","801291040313","713599","1122887","true","3","138747194368","5171","44413"
"","638015865811","693727","919693","true","3","611921416323","433","1948"
"","444606499633","548861","810053","true","3","247929844338","2111","21016"
"","213199518019","264211","806929","true","3","150856290460","8807","46596"
"","63589255033","588893","107981","true","3","9745001365","173","557"
"","231658240309","437077","530017","true","3","11158575811","71","263"
"","167588927477","845303","198259","true","3","161233140456","191","1783"
"","947049211609","855863","1106543","true","3","379997180960","541","1968"
"","486122833727","905137","537071","true","3","235284027192","173","8578"
"","228841753963","181603","1260121","true","3","93075895973","59","216"
"","606922742381","1049707","578183","true","3","389677996511","641","2205"
"","261290904727","558401","467927","true","3","96558700921","349","1332"
"","644762888149","628699","1025551","true","3","469346491804","53","215"
"","1167799843121","1069031","1092391","true","3","515846693239","2801","11251"
"","266554450391","683303","390097","true","3","213603463806","43","161"
"","356398485871","310741","1146931","true","3","218704798398","5179","22161"
"","100049083709","118169","846661","true","3","82475787994","137","910"
"","747676911263","1107553","675071","true","3","678625248816","38","180"
"","76401427519","105019","727501","true","3","1180006623","97","361"
"","624505355407","1134703","550369","true","3","170370026165","14","89"
"","44471799539","179801","247339","true","3","34322392692","31","143"
"","39318302623","40433","972431","true","3","19337729179","19","112"
"","135317039579","151967","890437","true","3","39364438897","74203","397722"
"","377940297811","309371","1221641","true","3","143757826317","4363","17165"
"","422894110453","1244879","339707","true","3","114604805620","1847","6625"
"","30535386779","44687","683317","true","3","11845983513","37","120"
"","1297179053701","1057781","1226321","true","3","13896669573","15329","76899"
"","921991396369","850253","1084373","true","3","773724278230","197","655"
"","76951380647","262501","293147","true","3","25660785256","25","96"
"","23998781273","155621","154213","true","3","2812690908","181","535"
"","127822616039","1061729","120391","true","3","43926582607","4013","15434"
"","108257699237","131071","825947","true","3","64719058742","257","887"
"","492383164177","538561","914257","true","3","280887028112","17","71"
"","698622592511","745141","937571","true","3","288571227807","61","250"
"","87032230567","586601","148367","true","3","65616601260","419","1641"
"","243764508007","1164571","209317","true","3","158429403412","3529","15040"
"","893923246471","1144399","781129","true","3","422993070436","571","2399"
"","594870751589","675131","881119","true","3","155760692345","14","122"
"","8343040997","448141","18617","true","3","190459926","97","357"
